Memphis International Airport,Tampa International Airport,1054.706043
Manchester-Boston Regional Airport,Baltimore/Washington International Thurgood Marshall Airport,606.0664281
Manchester-Boston Regional Airport,Orlando International Airport,1837.605668
Manchester-Boston Regional Airport,Chicago Midway International Airport,1348.10096
Manchester-Boston Regional Airport,Tampa International Airport,1937.32365
General Mitchell International Airport,Hartsfield Jackson Atlanta International Airport,1076.837945
General Mitchell International Airport,General Edward Lawrence Logan International Airport,1384.186532
General Mitchell International Airport,Baltimore/Washington International Thurgood Marshall Airport,1031.487184
General Mitchell International Airport,Ronald Reagan Washington National Airport,1020.687689
General Mitchell International Airport,Denver International Airport,1441.381451
General Mitchell International Airport,Fort Lauderdale Hollywood International Airport,2000.210838
General Mitchell International Airport,McCarran International Airport,2452.058799
General Mitchell International Airport,Los Angeles International Airport,2825.93774
General Mitchell International Airport,La Guardia Airport,1187.581872
General Mitchell International Airport,Kansas City International Airport,701.0815706
General Mitchell International Airport,Orlando International Airport,1716.192817
General Mitchell International Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,478.5766936
General Mitchell International Airport,Louis Armstrong New Orleans International Airport,1452.794362
General Mitchell International Airport,Phoenix Sky Harbor International Airport,2350.181421
General Mitchell International Airport,Southwest Florida International Airport,1904.076542
General Mitchell International Airport,Seattle Tacoma International Airport,2726.621647
General Mitchell International Airport,San Francisco International Airport,2969.369109
General Mitchell International Airport,St Louis Lambert International Airport,510.7112614
General Mitchell International Airport,Tampa International Airport,1729.99774
Minneapolis-St Paul International/Wold-Chamberlain Airport,Hartsfield Jackson Atlanta International Airport,1459.002034
Minneapolis-St Paul International/Wold-Chamberlain Airport,Denver International Airport,1094.194382
Minneapolis-St Paul International/Wold-Chamberlain Airport,Kansas City International Airport,632.4193924
Minneapolis-St Paul International/Wold-Chamberlain Airport,Orlando International Airport,2108.49246
Minneapolis-St Paul International/Wold-Chamberlain Airport,Chicago Midway International Airport,561.0767501
Minneapolis-St Paul International/Wold-Chamberlain Airport,General Mitchell International Airport,478.5766936
Minneapolis-St Paul International/Wold-Chamberlain Airport,Phoenix Sky Harbor International Airport,2053.559059
Minneapolis-St Paul International/Wold-Chamberlain Airport,St Louis Lambert International Airport,721.129254
Louis Armstrong New Orleans International Airport,Hartsfield Jackson Atlanta International Airport,683.8121778
Louis Armstrong New Orleans International Airport,Austin Bergstrom International Airport,714.6932813
Louis Armstrong New Orleans International Airport,Nashville International Airport,757.5513795
Louis Armstrong New Orleans International Airport,Baltimore/Washington International Thurgood Marshall Airport,1606.749206
Louis Armstrong New Orleans International Airport,Dallas Love Field,702.0679629
Louis Armstrong New Orleans International Airport,Denver International Airport,1708.699627
Louis Armstrong New Orleans International Airport,Newark Liberty International Airport,1878.27563
Louis Armstrong New Orleans International Airport,Key West International Airport,1034.316923
Louis Armstrong New Orleans International Airport,Fort Lauderdale Hollywood International Airport,1083.928347
Louis Armstrong New Orleans International Airport,William P Hobby Airport,486.813349
Louis Armstrong New Orleans International Airport,McCarran International Airport,2413.771757
Louis Armstrong New Orleans International Airport,Los Angeles International Airport,2688.036203
Louis Armstrong New Orleans International Airport,Kansas City International Airport,1109.649271
Louis Armstrong New Orleans International Airport,Orlando International Airport,887.0415916
Louis Armstrong New Orleans International Airport,Chicago Midway International Airport,1327.721813
Louis Armstrong New Orleans International Airport,General Mitchell International Airport,1452.794362
Louis Armstrong New Orleans International Airport,Phoenix Sky Harbor International Airport,2092.90758
Louis Armstrong New Orleans International Airport,San Diego International Airport,2573.301357
Louis Armstrong New Orleans International Airport,St Louis Lambert International Airport,971.2786066
Louis Armstrong New Orleans International Airport,Tampa International Airport,785.1294368
Metropolitan Oakland International Airport,Albuquerque International Sunport,1430.254753
Metropolitan Oakland International Airport,Austin Bergstrom International Airport,2409.193152
Metropolitan Oakland International Airport,Boise Air Terminal/Gowen Field,823.1724434
Metropolitan Oakland International Airport,Bob Hope Airport,523.3127544
Metropolitan Oakland International Airport,Denver International Airport,1540.395579
Metropolitan Oakland International Airport,Spokane International Airport,1164.217301
Metropolitan Oakland International Airport,William P Hobby Airport,2642.635735
Metropolitan Oakland International Airport,McCarran International Airport,655.6440815
Metropolitan Oakland International Airport,Los Angeles International Airport,542.5553442
Metropolitan Oakland International Airport,Kansas City International Airport,2396.333108
Metropolitan Oakland International Airport,Chicago Midway International Airport,2967.968731
Metropolitan Oakland International Airport,Ontario International Airport,582.4251613
Metropolitan Oakland International Airport,Portland International Airport,874.3682488
Metropolitan Oakland International Airport,Portland International Airport,874.3682488
Metropolitan Oakland International Airport,Phoenix Sky Harbor International Airport,1039.593346
Metropolitan Oakland International Airport,San Diego International Airport,718.0472588
